ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
209876_at	9.74e-01	9.61e-01	0.049377	-7.4148044	0.0016167	GIT2	GIT ArfGAP 2
210718_s_at	9.86e-01	9.79e-01	0.026117	-7.4156874	0.0016089	ARL17B///ARL17A	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A
58367_s_at	9.70e-01	9.54e-01	0.057491	-7.4143685	0.0015909	ZNF419	zinc finger protein 419
204656_at	9.86e-01	9.79e-01	0.026994	-7.4156639	0.0015791	SHB	SH2 domain containing adaptor protein B
216121_at	9.75e-01	9.61e-01	0.04854	-7.4148456	0.0015775		
210721_s_at	9.63e-01	9.43e-01	0.071451	-7.4134634	0.0015446	PAK5	p21 (RAC1) activated kinase 5
203841_x_at	9.85e-01	9.77e-01	0.029243	-7.4156004	0.0015275	MAPRE3	microtubule associated protein RP/EB family member 3
217484_at	9.78e-01	9.66e-01	0.042714	-7.415113	0.0015226	CR1	complement component 3b/4b receptor 1 (Knops blood group)
220407_s_at	9.89e-01	9.84e-01	0.020222	-7.4158247	0.0015051	TGFB2	transforming growth factor beta 2
212093_s_at	9.93e-01	9.89e-01	0.013731	-7.4159355	0.0014914	MTUS1	microtubule associated tumor suppressor 1
207793_s_at	9.62e-01	9.42e-01	0.073393	-7.4133219	0.0014794	EPB41	erythrocyte membrane protein band 4.1
216138_at	9.80e-01	9.70e-01	0.038174	-7.4152976	0.0014604		
218791_s_at	9.93e-01	9.89e-01	0.013518	-7.4159385	0.0013769	KATNBL1	katanin regulatory subunit B1 like 1
221080_s_at	9.87e-01	9.80e-01	0.024499	-7.4157285	0.0013678	DENND1C	DENN domain containing 1C
203357_s_at	9.92e-01	9.88e-01	0.015456	-7.4159102	0.0013582	CAPN7	calpain 7
221169_s_at	9.81e-01	9.71e-01	0.036387	-7.4153646	0.0013245	HRH4	histamine receptor H4
209483_s_at	9.72e-01	9.57e-01	0.054021	-7.414563	0.0013017	NSL1	NSL1, MIS12 kinetochore complex component
214791_at	9.89e-01	9.83e-01	0.021675	-7.4157941	0.0012914	SP140L	SP140 nuclear body protein like
220303_at	9.82e-01	9.73e-01	0.033302	-7.4154727	0.0012728	PDZD3	PDZ domain containing 3
89476_r_at	9.88e-01	9.82e-01	0.022546	-7.4157747	0.0012693	NPEPL1	aminopeptidase-like 1
216413_at	9.83e-01	9.75e-01	0.031723	-7.4155243	0.0012566		
211988_at	9.91e-01	9.86e-01	0.017163	-7.4158822	0.0012387	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
211209_x_at	9.82e-01	9.72e-01	0.034798	-7.4154215	0.0012362	SH2D1A	SH2 domain containing 1A
207184_at	9.89e-01	9.83e-01	0.021911	-7.4157889	0.0012342	SLC6A13	solute carrier family 6 member 13
210232_at	9.80e-01	9.69e-01	0.038601	-7.4152811	0.0012277	CDC42	cell division cycle 42
216658_at	9.83e-01	9.75e-01	0.031494	-7.4155316	0.0012127		
208519_x_at	9.86e-01	9.79e-01	0.026658	-7.415673	0.0012117	GNRH2	gonadotropin releasing hormone 2
212153_at	9.90e-01	9.84e-01	0.019638	-7.4158364	0.0012082	POGZ	pogo transposable element with ZNF domain
219642_s_at	9.86e-01	9.79e-01	0.026454	-7.4156784	0.0012014	PEX5L	peroxisomal biogenesis factor 5 like
220211_at	9.85e-01	9.78e-01	0.028265	-7.4156286	0.0011952	FLJ13224	uncharacterized LOC79857
206648_at	9.89e-01	9.83e-01	0.02143	-7.4157994	0.0011946	ZNF571	zinc finger protein 571
211131_s_at	9.85e-01	9.77e-01	0.029386	-7.4155961	0.0011898	EDA	ectodysplasin A
221297_at	9.86e-01	9.78e-01	0.027219	-7.4156578	0.001162	GPRC5D	G protein-coupled receptor class C group 5 member D
207976_at	9.82e-01	9.72e-01	0.034628	-7.4154274	0.0011611	KLHL18	kelch like family member 18
209855_s_at	9.85e-01	9.78e-01	0.027761	-7.4156428	0.0011476	KLK2	kallikrein related peptidase 2
220533_at	9.89e-01	9.83e-01	0.021705	-7.4157934	0.0011404		
220540_at	9.85e-01	9.76e-01	0.02961	-7.4155895	0.0011297	KCNK15	potassium two pore domain channel subfamily K member 15
206048_at	9.83e-01	9.75e-01	0.031819	-7.4155212	0.0011276	OVOL2	ovo like zinc finger 2
222063_s_at	9.79e-01	9.68e-01	0.040674	-7.4151985	0.0011265	CDS1	CDP-diacylglycerol synthase 1
215300_s_at	9.95e-01	9.93e-01	0.009283	-7.415987	0.0011175	FMO5	flavin containing monooxygenase 5
211677_x_at	9.87e-01	9.80e-01	0.02493	-7.4157178	0.0011056	CADM3	cell adhesion molecule 3
215374_at	9.86e-01	9.78e-01	0.027427	-7.4156521	0.0010605	PAPOLA	poly(A) polymerase alpha
220859_at	9.82e-01	9.73e-01	0.03398	-7.4154498	0.0010473		
210638_s_at	9.91e-01	9.87e-01	0.016016	-7.4159014	0.0010127	FBXO9	F-box protein 9
211280_s_at	9.87e-01	9.81e-01	0.023722	-7.4157474	0.0010063	NRF1	nuclear respiratory factor 1
214317_x_at	9.90e-01	9.85e-01	0.019165	-7.4158457	0.001005	RPS9	ribosomal protein S9
217170_at	9.89e-01	9.83e-01	0.021891	-7.4157894	0.0010044		
216819_at	9.85e-01	9.78e-01	0.028262	-7.4156287	0.0009991		
216435_at	9.85e-01	9.78e-01	0.027802	-7.4156417	0.0009733	MAP2K5	mitogen-activated protein kinase kinase 5
217392_at	9.81e-01	9.71e-01	0.036995	-7.4153422	0.0009383		
216078_at	9.88e-01	9.82e-01	0.022415	-7.4157777	0.0009317		
205864_at	9.89e-01	9.83e-01	0.021864	-7.41579	0.0009179	SLC7A4	solute carrier family 7 member 4
201654_s_at	9.94e-01	9.91e-01	0.011777	-7.4159606	0.0009102	HSPG2	heparan sulfate proteoglycan 2
208350_at	9.82e-01	9.73e-01	0.034482	-7.4154325	0.000882	CSN1S1	casein alpha s1
220148_at	9.90e-01	9.85e-01	0.018232	-7.4158632	0.0008207	ALDH8A1	aldehyde dehydrogenase 8 family member A1
216351_x_at	9.91e-01	9.87e-01	0.016388	-7.4158953	0.0007637	DAZ4///DAZ2///DAZ3///DAZ1	deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
217709_at	9.82e-01	9.73e-01	0.033355	-7.4154709	0.0007304		
214983_at	9.95e-01	9.92e-01	0.010032	-7.4159797	0.0007273	TTTY15	testis-specific transcript, Y-linked 15 (non-protein coding)
212976_at	9.91e-01	9.87e-01	0.016934	-7.4158861	0.0007122	LRRC8B	leucine rich repeat containing 8 family member B
218700_s_at	9.95e-01	9.93e-01	0.008574	-7.4159934	0.0007069	RAB29	RAB29, member RAS oncogene family
206815_at	9.91e-01	9.86e-01	0.017581	-7.4158749	0.0006956	SPAG8	sperm associated antigen 8
37462_i_at	9.95e-01	9.93e-01	0.008974	-7.4159898	0.0006945	SF3A2	splicing factor 3a subunit 2
220278_at	9.86e-01	9.79e-01	0.026129	-7.415687	0.0006907	KDM4D	lysine demethylase 4D
217343_at	9.89e-01	9.84e-01	0.02045	-7.41582	0.000681		
222315_at	9.93e-01	9.90e-01	0.012776	-7.4159483	0.0006773	LOC100996756	uncharacterized LOC100996756
211381_x_at	9.93e-01	9.89e-01	0.013958	-7.4159324	0.0006737	SPAG11A///SPAG11B	sperm associated antigen 11A///sperm associated antigen 11B
204339_s_at	9.94e-01	9.91e-01	0.011774	-7.4159606	0.0006598	RGS4	regulator of G-protein signaling 4
210551_s_at	9.90e-01	9.85e-01	0.018619	-7.415856	0.0006463	ASMT	acetylserotonin O-methyltransferase
210931_at	9.89e-01	9.83e-01	0.021392	-7.4158002	0.0006454	RNF6	ring finger protein 6
221095_s_at	9.92e-01	9.89e-01	0.014183	-7.4159292	0.0006398	KCNE2	potassium voltage-gated channel subfamily E regulatory subunit 2
220976_s_at	9.93e-01	9.90e-01	0.012802	-7.4159479	0.0006183	KRTAP1-1	keratin associated protein 1-1
202914_s_at	9.93e-01	9.90e-01	0.012524	-7.4159515	0.0006156	ARHGEF11	Rho guanine nucleotide exchange factor 11
216955_at	9.91e-01	9.87e-01	0.016238	-7.4158977	0.0006091	TAF1	TATA-box binding protein associated factor 1
207887_s_at	9.92e-01	9.88e-01	0.014606	-7.4159231	0.0006049	CALCR	calcitonin receptor
219720_s_at	9.92e-01	9.88e-01	0.015007	-7.4159171	0.0006017	GPATCH2L	G-patch domain containing 2 like
219823_at	9.89e-01	9.84e-01	0.020147	-7.4158262	0.000599	LIN28A	lin-28 homolog A
206960_at	9.86e-01	9.79e-01	0.02605	-7.4156891	0.0005934	LPAR4	lysophosphatidic acid receptor 4
216156_at	9.89e-01	9.83e-01	0.021546	-7.4157969	0.000579	RECK	reversion inducing cysteine rich protein with kazal motifs
221100_at	9.92e-01	9.89e-01	0.014436	-7.4159255	0.0005691	C6orf15	chromosome 6 open reading frame 15
212824_at	9.96e-01	9.95e-01	0.006758	-7.4160074	0.0005408	FUBP3	far upstream element binding protein 3
37278_at	9.93e-01	9.89e-01	0.013777	-7.4159349	0.000535	TAZ	tafazzin
211925_s_at	9.91e-01	9.86e-01	0.016976	-7.4158854	0.0005202	PLCB1	phospholipase C beta 1
201260_s_at	9.97e-01	9.95e-01	0.006077	-7.4160118	0.0004699	SYPL1	synaptophysin like 1
210061_at	9.92e-01	9.87e-01	0.015768	-7.4159053	0.0004397	ZNF589	zinc finger protein 589
202662_s_at	9.95e-01	9.93e-01	0.008363	-7.4159952	0.000428	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
221159_at	9.95e-01	9.93e-01	0.008901	-7.4159905	0.0003826		
207962_at	9.94e-01	9.91e-01	0.011634	-7.4159623	0.0003614	CAPN11	calpain 11
216142_at	9.95e-01	9.92e-01	0.009623	-7.4159838	0.0003469		
212487_at	9.96e-01	9.95e-01	0.00669	-7.4160078	0.000337	GPATCH8	G-patch domain containing 8
209802_at	9.95e-01	9.92e-01	0.010414	-7.4159758	0.000286	PHLDA2	pleckstrin homology like domain family A member 2
204891_s_at	9.98e-01	9.98e-01	0.00286	-7.4160262	0.0002832	LCK	LCK proto-oncogene, Src family tyrosine kinase
207756_at	9.97e-01	9.96e-01	0.005465	-7.4160153	0.0002564		
206455_s_at	9.97e-01	9.96e-01	0.004979	-7.4160179	0.0002483	RHO	rhodopsin
213783_at	9.98e-01	9.96e-01	0.004585	-7.4160198	0.0002358	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
205091_x_at	9.99e-01	9.98e-01	0.002017	-7.4160283	0.0001997	RECQL	RecQ like helicase
210086_at	9.98e-01	9.98e-01	0.003071	-7.4160256	0.0001943	HR	hair growth associated
215415_s_at	9.97e-01	9.96e-01	0.004934	-7.4160181	0.0001938	LYST	lysosomal trafficking regulator
219234_x_at	9.98e-01	9.97e-01	0.00374	-7.4160233	0.0001868	SCRN3	secernin 3
203610_s_at	9.98e-01	9.97e-01	0.003493	-7.4160242	0.000184	TRIM38	tripartite motif containing 38
217206_at	9.96e-01	9.94e-01	0.007012	-7.4160056	0.000172		
220556_at	9.98e-01	9.96e-01	0.004487	-7.4160202	0.0001711	ATP1B4	ATPase Na+/K+ transporting family member beta 4
217385_at	9.98e-01	9.97e-01	0.004181	-7.4160215	0.0001703		
214968_at	9.98e-01	9.97e-01	0.004267	-7.4160212	0.0001661	DDX51	DEAD-box helicase 51
211873_s_at	9.98e-01	9.97e-01	0.003862	-7.4160228	0.0001468	PCDHGA9	protocadherin gamma subfamily A, 9
210435_at	9.97e-01	9.96e-01	0.004893	-7.4160183	0.0001441	ARL17B///ARL17A	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A
201132_at	9.99e-01	9.99e-01	0.001165	-7.4160297	0.0001332	RPL36A-HNRNPH2///HNRNPH2	RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')
211361_s_at	9.98e-01	9.98e-01	0.002942	-7.416026	0.0000936	SERPINB13	serpin family B member 13
208142_at	9.99e-01	9.99e-01	0.001111	-7.4160297	0.0000308	EDDM3A	epididymal protein 3A
215377_at	1.00	1.00	0.00056	-7.4160302	0.0000237	CTBP2	C-terminal binding protein 2
217751_at	1.00	1.00	0.000281	-7.4160303	0.0000215	GSTK1	glutathione S-transferase kappa 1
211608_at	1.00	1.00	0.000356	-7.4160303	0.0000126		
210081_at	2.23e-37	7.00e-41	-21.486438	82.5858433	-4.4174695	AGER	advanced glycosylation end-product specific receptor
214387_x_at	8.67e-24	9.58e-26	-13.856176	48.005914	-4.0471792	SFTPC	surfactant protein C
211735_x_at	1.72e-23	2.06e-25	-13.703737	47.2427173	-4.0020347	SFTPC	surfactant protein C
205982_x_at	4.75e-24	4.95e-26	-13.987924	48.6635634	-3.99512	SFTPC	surfactant protein C
215454_x_at	1.78e-33	3.52e-36	-18.940149	71.8697684	-3.9898216	SFTPC	surfactant protein C
203980_at	1.25e-35	1.43e-38	-20.211092	77.3208312	-3.8385413	FABP4	fatty acid binding protein 4
210096_at	7.41e-24	7.86e-26	-13.895529	48.2025457	-3.7097964	CYP4B1	cytochrome P450 family 4 subfamily B member 1
204712_at	9.54e-24	1.07e-25	-13.834724	47.8986586	-3.6867095	WIF1	WNT inhibitory factor 1
209613_s_at	1.50e-26	1.09e-28	-15.224583	54.7424415	-3.6784673	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
219230_at	1.79e-27	1.15e-29	-15.689002	56.9788598	-3.5703127	TMEM100	transmembrane protein 100
205866_at	3.27e-30	1.36e-32	-17.113665	63.6713356	-3.5030989	FCN3	ficolin 3
214135_at	4.15e-30	1.77e-32	-17.057647	63.4130714	-3.4464117	CLDN18	claudin 18
205200_at	2.59e-37	1.28e-40	-21.33997	81.9914215	-3.4118535	EXOSC7///CLEC3B	exosome component 7///C-type lectin domain family 3 member B
209074_s_at	7.20e-41	3.23e-45	-24.014016	92.4400698	-3.3717986	FAM107A	family with sequence similarity 107 member A
209612_s_at	5.62e-28	3.31e-30	-15.948871	58.2186992	-3.3469048	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
204273_at	1.12e-36	8.06e-40	-20.894898	80.168948	-3.1612603	EDNRB	endothelin receptor type B
213317_at	5.61e-29	2.87e-31	-16.463061	60.6469914	-3.0835514	CLIC5	chloride intracellular channel 5
217046_s_at	6.22e-37	3.91e-40	-21.069201	80.8856003	-3.0376889	AGER	advanced glycosylation end-product specific receptor
209116_x_at	8.58e-22	1.34e-23	-12.882714	43.0927989	-3.016021	HBB	hemoglobin subunit beta
38691_s_at	3.63e-17	1.08e-18	-10.708259	31.8587944	-2.9895493	SFTPC	surfactant protein C
204719_at	3.21e-35	4.47e-38	-19.944776	76.1956655	-2.9599097	ABCA8	ATP binding cassette subfamily A member 8
209904_at	2.62e-29	1.26e-31	-16.637758	61.4643891	-2.8979773	TNNC1	troponin C1, slow skeletal and cardiac type
209458_x_at	1.34e-22	1.82e-24	-13.274235	45.0797699	-2.8479987	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
209470_s_at	2.17e-36	1.85e-39	-20.695925	79.3462483	-2.8358372	GPM6A	glycoprotein M6A
211745_x_at	8.19e-22	1.27e-23	-12.892966	43.145004	-2.8244686	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
217414_x_at	5.56e-22	8.29e-24	-12.976575	43.5704102	-2.8129233	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
205725_at	6.17e-10	6.06e-11	-7.263547	14.1835687	-2.7574229	SCGB1A1	secretoglobin family 1A member 1
211699_x_at	3.60e-22	5.20e-24	-13.068057	44.0351576	-2.7530678	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
214414_x_at	1.04e-22	1.39e-24	-13.327448	45.3487283	-2.7510728	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
214199_at	7.18e-22	1.11e-23	-12.920402	43.2846668	-2.7166265	SFTPD	surfactant protein D
217232_x_at	1.95e-23	2.37e-25	-13.675983	47.1035101	-2.7111302	HBB	hemoglobin subunit beta
206658_at	3.65e-28	2.06e-30	-16.047719	58.6880935	-2.7063125	UPK3B	uroplakin 3B
203571_s_at	6.30e-29	3.34e-31	-16.43114	60.4972133	-2.7054628	ADIRF	adipogenesis regulatory factor
210299_s_at	3.33e-35	4.79e-38	-19.928645	76.1272249	-2.6841751	FHL1	four and a half LIM domains 1
203065_s_at	4.41e-33	9.90e-36	-18.706057	70.8431386	-2.6777407	CAV1	caveolin 1
204018_x_at	3.42e-22	4.93e-24	-13.078203	44.0866534	-2.651513	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
204677_at	6.58e-38	1.77e-41	-21.823603	83.9442169	-2.6195734	CDH5	cadherin 5
209894_at	7.04e-30	3.13e-32	-16.935452	62.8483042	-2.5943401	LEPROT///LEPR	leptin receptor overlapping transcript///leptin receptor
211696_x_at	3.97e-22	5.81e-24	-13.046163	43.9239982	-2.5769894	HBB	hemoglobin subunit beta
206488_s_at	1.32e-33	2.39e-36	-19.027719	72.2519958	-2.5671154	CD36	CD36 molecule
201540_at	1.25e-35	1.29e-38	-20.236193	77.4264192	-2.5550412	FHL1	four and a half LIM domains 1
206742_at	2.91e-35	3.92e-38	-19.975323	76.3251807	-2.5549016	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor
206209_s_at	4.77e-38	8.57e-42	-22.003112	84.6617956	-2.5535085	CA4	carbonic anhydrase 4
217546_at	1.84e-22	2.57e-24	-13.205762	44.7332867	-2.5505701	MT1M	metallothionein 1M
204931_at	5.37e-37	2.89e-40	-21.14183	81.1831049	-2.5300979	TCF21	transcription factor 21
211726_s_at	5.17e-26	4.06e-28	-14.956336	53.4388478	-2.4680746	FMO2	flavin containing monooxygenase 2
206702_at	2.59e-37	1.19e-40	-21.357462	82.0625504	-2.4664548	TEK	TEK receptor tyrosine kinase
203323_at	1.00e-27	6.21e-30	-15.817432	57.5926462	-2.4641038	CAV2	caveolin 2
204731_at	6.86e-34	1.20e-36	-19.184645	72.9344796	-2.4222017	TGFBR3	transforming growth factor beta receptor 3
212097_at	3.58e-31	1.30e-33	-17.623632	66.0038554	-2.4203038	CAV1	caveolin 1
209555_s_at	1.77e-38	1.59e-42	-22.423293	86.3263106	-2.4169837	CD36	CD36 molecule
201539_s_at	1.43e-31	4.44e-34	-17.859379	67.0707588	-2.401342	FHL1	four and a half LIM domains 1
203549_s_at	1.48e-26	1.07e-28	-15.229477	54.7661458	-2.3892576	LPL	lipoprotein lipase
204396_s_at	2.97e-38	3.99e-42	-22.192882	85.4161718	-2.3880718	GRK5	G protein-coupled receptor kinase 5
203548_s_at	7.56e-25	6.89e-27	-14.382757	50.6232338	-2.3712008	LPL	lipoprotein lipase
210298_x_at	2.42e-32	6.42e-35	-18.287407	68.9894486	-2.3636024	FHL1	four and a half LIM domains 1
205819_at	1.65e-20	3.01e-22	-12.277838	39.9973255	-2.3441733	MARCO	macrophage receptor with collagenous structure
219866_at	2.79e-28	1.56e-30	-16.105764	58.9631637	-2.3428237	CLIC5	chloride intracellular channel 5
209469_at	5.94e-32	1.63e-34	-18.081092	68.0675772	-2.3273083	GPM6A	glycoprotein M6A
206701_x_at	4.30e-35	6.37e-38	-19.861906	75.8437122	-2.2989318	EDNRB	endothelin receptor type B
213456_at	2.75e-24	2.75e-26	-14.105143	49.2471291	-2.2924053	SOSTDC1	sclerostin domain containing 1
221133_s_at	2.54e-29	1.21e-31	-16.64697	61.5073832	-2.2660758	CLDN18	claudin 18
210068_s_at	3.84e-21	6.40e-23	-12.5783	41.538611	-2.265631	AQP4	aquaporin 4
205261_at	2.61e-19	5.52e-21	-11.717452	37.1058371	-2.2622417	PGC	progastricsin
209493_at	6.94e-28	4.19e-30	-15.899301	57.982844	-2.2598436	PDZD2	PDZ domain containing 2
218711_s_at	7.25e-25	6.54e-27	-14.393191	50.6747872	-2.2591126	SDPR	serum deprivation response
205883_at	5.45e-24	5.70e-26	-13.959586	48.5222653	-2.2585292	ZBTB16	zinc finger and BTB domain containing 16
202112_at	7.41e-36	7.32e-39	-20.369603	77.9862711	-2.2584735	VWF	von Willebrand factor
202768_at	3.40e-13	1.92e-14	-8.841772	22.1506098	-2.2528727	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
210762_s_at	7.85e-25	7.19e-27	-14.37424	50.5811434	-2.245402	DLC1	DLC1 Rho GTPase activating protein
218723_s_at	5.93e-30	2.61e-32	-16.974341	63.0282506	-2.2433647	RGCC	regulator of cell cycle
205935_at	2.17e-35	2.63e-38	-20.068769	76.7206459	-2.2280579	FOXF1	forkhead box F1
204271_s_at	4.89e-38	1.10e-41	-21.942025	84.4180398	-2.2274919	EDNRB	endothelin receptor type B
205569_at	3.19e-21	5.27e-23	-12.616153	41.7322857	-2.2255966	LAMP3	lysosomal associated membrane protein 3
209170_s_at	9.58e-32	2.66e-34	-17.971954	67.5776931	-2.2245382	GPM6B	glycoprotein M6B
221841_s_at	1.93e-24	1.87e-26	-14.182629	49.6320731	-2.2198551	KLF4	Kruppel like factor 4
206481_s_at	2.91e-35	3.81e-38	-19.982161	76.3541575	-2.2117826	LDB2	LIM domain binding 2
219597_s_at	5.87e-36	5.53e-39	-20.435825	78.2633403	-2.1765235	DUOX1	dual oxidase 1
209167_at	1.18e-31	3.40e-34	-17.918425	67.3368504	-2.1736568	GPM6B	glycoprotein M6B
214091_s_at	5.47e-28	3.19e-30	-15.956419	58.2545843	-2.1668033	GPX3	glutathione peroxidase 3
205382_s_at	3.12e-26	2.38e-28	-15.065193	53.9688916	-2.1585232	CFD	complement factor D
206651_s_at	8.07e-24	8.80e-26	-13.87299	48.0899494	-2.1396537	CPB2	carboxypeptidase B2
221132_at	7.18e-28	4.42e-30	-15.888381	57.9308497	-2.1392659	CLDN18	claudin 18
212713_at	6.94e-28	4.20e-30	-15.898723	57.9800967	-2.1113993	MFAP4	microfibrillar associated protein 4
201348_at	8.53e-29	4.59e-31	-16.363608	60.1799194	-2.1108823	GPX3	glutathione peroxidase 3
204343_at	9.00e-21	1.59e-22	-12.401979	40.6349658	-2.0960637	ABCA3	ATP binding cassette subfamily A member 3
204811_s_at	1.12e-21	1.77e-23	-12.82883	42.8182622	-2.095114	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2
200878_at	3.08e-33	6.63e-36	-18.796658	71.241315	-2.0874254	EPAS1	endothelial PAS domain protein 1
213936_x_at	2.85e-14	1.37e-15	-9.347176	24.7655993	-2.0609335	SFTPB	surfactant protein B
205206_at	1.48e-23	1.75e-25	-13.736277	47.4058358	-2.0550092	ANOS1	anosmin 1
205952_at	1.32e-33	2.49e-36	-19.018547	72.2120064	-2.0494433	KCNK3	potassium two pore domain channel subfamily K member 3
219529_at	4.48e-22	6.57e-24	-13.02214	43.8019831	-2.032593	CLIC3	chloride intracellular channel 3
202524_s_at	1.62e-32	4.07e-35	-18.389236	69.4424131	-2.0318916	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
204975_at	5.84e-29	3.04e-31	-16.450769	60.5893279	-2.0271599	EMP2	epithelial membrane protein 2
202760_s_at	3.14e-23	3.94e-25	-13.575644	46.5995702	-2.0182154	PALM2-AKAP2///AKAP2	PALM2-AKAP2 readthrough///A-kinase anchoring protein 2
206208_at	2.10e-33	4.34e-36	-18.892507	71.6614029	-2.0092844	CA4	carbonic anhydrase 4
206311_s_at	1.74e-20	3.21e-22	-12.265646	39.9346391	-2.0079382	PLA2G1B	phospholipase A2 group IB
209763_at	3.05e-26	2.31e-28	-15.071008	53.9971662	-2.0015092	CHRDL1	chordin like 1
213974_at	1.85e-32	4.82e-35	-18.351319	69.2739027	-1.9936949	ADAMTSL3	ADAMTS like 3
37512_at	1.38e-17	3.85e-19	-10.905462	32.8868043	-1.9782463	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
209897_s_at	1.43e-31	4.34e-34	-17.864347	67.0931665	-1.9668727	SLIT2	slit guidance ligand 2
209267_s_at	4.37e-21	7.34e-23	-12.551605	41.4019571	-1.9626415	SLC39A8	solute carrier family 39 member 8
204072_s_at	1.22e-24	1.16e-26	-14.278449	50.1071882	-1.9456723	FRY	FRY microtubule binding protein
206167_s_at	1.68e-31	5.34e-34	-17.818736	66.8873384	-1.9401847	ARHGAP6	Rho GTPase activating protein 6
213664_at	5.23e-18	1.34e-19	-11.106306	33.9327658	-1.9370912	SLC1A1	solute carrier family 1 member 1
204468_s_at	4.39e-31	1.68e-33	-17.568503	65.753322	-1.9310316	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
205019_s_at	1.40e-23	1.63e-25	-13.750733	47.4782637	-1.930672	VIPR1	vasoactive intestinal peptide receptor 1
219371_s_at	1.19e-27	7.46e-30	-15.779145	57.4098828	-1.9243565	KLF2	Kruppel like factor 2
206953_s_at	7.01e-27	4.90e-29	-15.389301	55.5386461	-1.9229773	ADGRL2	adhesion G protein-coupled receptor L2
209220_at	2.97e-20	5.66e-22	-12.156136	39.3711234	-1.9216965	GPC3	glypican 3
